n_nests,log_years_avail,entrance_size_cm,cavity_depth_cm,cavity_height_m,tree_diameter_cm,dist_forest_edge_m,tree_species,origin_species
3,0.6931471805599453,5.2,34.3,5.2,19.9,0,TremblingAspen,HairyWoodpecker
3,0.6931471805599453,6.3,24,4.6,36.3,0,LodgepolePine,NorthernFlicker
3,2.6390573296152584,6,36,3.19,31.3,30,TremblingAspen,NorthernFlicker
3,2.6390573296152584,7.8,13.1,3.13,25.7,15,TremblingAspen,NorthernFlicker
3,2.6390573296152584,6.1,30,1.86,32.1,0,TremblingAspen,NorthernFlicker
3,2.6390573296152584,6.5,43,2.25,32.1,0,TremblingAspen,NorthernFlicker
3,2.4849066497880004,8.5,22,2.75,55.6,0,TremblingAspen,NotExcavated
3,2.3978952727983707,6.7,38,2.9,40.4,10,TremblingAspen,NorthernFlicker
3,2.302585092994046,5.5,26,2.13,45.8,11,TremblingAspen,NorthernFlicker
3,2.302585092994046,5.8,85,3.7,29.9,5,TremblingAspen,NorthernFlicker
3,2.1972245773362196,6.6,34,3.99,39.2,0,TremblingAspen,NorthernFlicker
3,2.1972245773362196,7.1,46,3.21,27.4,11,TremblingAspen,NorthernFlicker
3,2.1972245773362196,6.7,32,1.68,23.6,1,TremblingAspen,NorthernFlicker
3,2.1972245773362196,7.2,49,6.2,37.2,11,TremblingAspen,NorthernFlicker
3,2.0794415416798357,6.4,31,2.24,26.4,7,TremblingAspen,NorthernFlicker
3,2.0794415416798357,6,66,1.81,41.1,1,TremblingAspen,NorthernFlicker
3,2.0794415416798357,7.2,36,3.36,30.9,0,TremblingAspen,NorthernFlicker
3,2.0794415416798357,7,45,2.08,34.1,27,TremblingAspen,NorthernFlicker
3,2.0794415416798357,6.5,35,2.9,38.8,21,TremblingAspen,NorthernFlicker
3,1.9459101490553132,11,35,4.1,28.7,3,TremblingAspen,NorthernFlicker
3,1.9459101490553132,6.8,39,3.75,43,5,TremblingAspen,NorthernFlicker
3,1.9459101490553132,5.9,38,2.96,29,15,TremblingAspen,NorthernFlicker
3,1.791759469228055,3.7,23,2,26.4,7,TremblingAspen,RedNapedSapsucker
3,1.791759469228055,4,10.5,3.85,22.1,0,TremblingAspen,ThreeToedWoodpecker
3,1.791759469228055,6.4,39,4.61,40.1,4,TremblingAspen,NorthernFlicker
3,1.791759469228055,6.1,45,5.64,40.7,19,TremblingAspen,NorthernFlicker
3,1.6094379124341003,6.7,39,1.97,27.7,12,TremblingAspen,NorthernFlicker
3,1.6094379124341003,6.5,41,1.94,33.4,15,TremblingAspen,NorthernFlicker
3,1.6094379124341003,6.4,37,2.28,20.7,9,TremblingAspen,NorthernFlicker
3,1.6094379124341003,5.9,34,3.28,30.9,23,TremblingAspen,NorthernFlicker
3,1.6094379124341003,5.7,43,2.91,40.4,3,TremblingAspen,NorthernFlicker
3,1.3862943611198906,2.9,18,3.36,11.2,5,TremblingAspen,RedBreastedNuthatch
3,1.3862943611198906,7,36,6.1,42,0,TremblingAspen,NorthernFlicker
3,1.3862943611198906,7.4,42,2.19,29,12,TremblingAspen,NorthernFlicker
3,1.3862943611198906,6,19,5.4,33.4,4,TremblingAspen,NorthernFlicker
3,1.3862943611198906,8,33,3.47,35,0,TremblingAspen,NorthernFlicker
3,1.3862943611198906,7,34,1.51,38.2,0,LodgepolePine,NorthernFlicker
3,1.3862943611198906,6.1,39,4.25,29.9,0,TremblingAspen,NorthernFlicker
3,1.0986122886681098,2.5,10.8,3.74,24.7,28,TremblingAspen,DownyWoodpecker
3,1.0986122886681098,7,32,3.06,29.6,0,TremblingAspen,NorthernFlicker
3,1.0986122886681098,5.8,31,2.95,37.6,18,TremblingAspen,NorthernFlicker
3,1.0986122886681098,6.8,40,1.98,22.6,18,TremblingAspen,NorthernFlicker
3,1.0986122886681098,6,40,4.51,45.2,0,TremblingAspen,NorthernFlicker
3,1.0986122886681098,8.3,44,5.85,37.2,20,TremblingAspen,NorthernFlicker
3,1.0986122886681098,7.2,34,3.97,43.9,4,TremblingAspen,NorthernFlicker
3,1.0986122886681098,6.1,42,2.97,49.7,0,TremblingAspen,NorthernFlicker
3,1.0986122886681098,6.5,34,4.23,36,0,TremblingAspen,NorthernFlicker
3,1.0986122886681098,6.6,34,1.49,32.5,7,TremblingAspen,NorthernFlicker
3,1.0986122886681098,5.8,39,5.15,34.1,20,TremblingAspen,NorthernFlicker
3,0.6931471805599453,6.5,37,1.4,36.4,0,TremblingAspen,NorthernFlicker
2,2.70805020110221,6.9,34,3.07,41.7,0,TremblingAspen,NorthernFlicker
2,2.5649493574615367,3,16.2,1.75,28.1,11,TremblingAspen,NorthernFlicker
2,2.5649493574615367,5.3,17.2,1.28,21.7,20,TremblingAspen,ThreeToedWoodpecker
2,2.4849066497880004,5.5,27,2.17,38.8,10,TremblingAspen,NorthernFlicker
2,2.3978952727983707,4.5,20.5,5.1,24.1,18,TremblingAspen,RedNapedSapsucker
2,2.3978952727983707,4.5,10,2.4,26.2,10,TremblingAspen,BlackCappedChickadee
2,2.3978952727983707,6.1,37,2.67,32.1,9,TremblingAspen,NorthernFlicker
2,2.302585092994046,4.5,20,3.5,24.6,5,TremblingAspen,RedNapedSapsucker
2,2.302585092994046,3,11.6,3.87,23.3,66,TremblingAspen,RedBreastedNuthatch
2,2.302585092994046,4,22,1.83,27.4,15,TremblingAspen,RedNapedSapsucker
2,2.302585092994046,5.8,46,2.86,29.9,11,TremblingAspen,NorthernFlicker
2,2.302585092994046,6.1,42,1.72,37.2,8,TremblingAspen,NorthernFlicker
2,2.1972245773362196,3.4,17.5,2.45,21.6,25,TremblingAspen,RedNapedSapsucker
2,2.1972245773362196,6,45,2.24,32.4,7,TremblingAspen,NorthernFlicker
2,2.1972245773362196,4,16,2.6,23.4,40,TremblingAspen,RedNapedSapsucker
2,2.1972245773362196,5.5,30,3.69,29.3,15,TremblingAspen,NorthernFlicker
2,2.1972245773362196,8.4,40,3.16,25.8,8,TremblingAspen,NorthernFlicker
2,2.1972245773362196,6.6,32,2.39,61.1,18,TremblingAspen,NorthernFlicker
2,2.0794415416798357,3.5,18,3.31,25.3,20,TremblingAspen,RedNapedSapsucker
2,2.0794415416798357,3.8,9.8,6,29.5,10,TremblingAspen,RedNapedSapsucker
2,2.0794415416798357,3.5,18,5.58,29.5,15,TremblingAspen,RedNapedSapsucker
2,2.0794415416798357,5,11,4.6,26.8,10,TremblingAspen,BlackCappedChickadee
2,2.0794415416798357,3.5,20.6,3.32,31,10,TremblingAspen,RedNapedSapsucker
2,2.0794415416798357,3.5,21,1.42,39,15,TremblingAspen,NotExcavated
2,2.0794415416798357,6.5,32,5,29,40,TremblingAspen,NorthernFlicker
2,2.0794415416798357,6.9,53,3.94,38.8,0,TremblingAspen,NorthernFlicker
2,2.0794415416798357,8.2,45,3.66,46.2,18,TremblingAspen,NorthernFlicker
2,2.0794415416798357,6.3,44,3.95,24.5,15,TremblingAspen,NorthernFlicker
2,1.9459101490553132,4.5,16.5,3.16,17.3,280,TremblingAspen,ThreeToedWoodpecker
2,1.9459101490553132,4,20,3.6,23.6,20,TremblingAspen,RedNapedSapsucker
2,1.9459101490553132,5,20,4.9,27.9,0,TremblingAspen,NorthernFlicker
2,1.9459101490553132,4,24.5,2.6,26.7,0,TremblingAspen,RedNapedSapsucker
2,1.9459101490553132,8,24,2.52,39,5,LodgepolePine,NotExcavated
2,1.9459101490553132,3.2,18.6,3,27,50,TremblingAspen,RedNapedSapsucker
2,1.9459101490553132,8,33,2.07,41.4,8,TremblingAspen,NorthernFlicker
2,1.9459101490553132,5.2,40,6.64,27.1,14,TremblingAspen,NorthernFlicker
2,1.9459101490553132,6.1,34,3.8,43.9,11,TremblingAspen,NorthernFlicker
2,1.9459101490553132,5.5,38,2.18,30.9,12,TremblingAspen,NorthernFlicker
2,1.9459101490553132,6.5,36,3.64,45.8,4,TremblingAspen,NorthernFlicker
2,1.9459101490553132,8,42,4.82,35,8,TremblingAspen,NorthernFlicker
2,1.791759469228055,4,22,2.86,21.9,0,TremblingAspen,ThreeToedWoodpecker
2,1.791759469228055,4,15,3.5,25.1,0,TremblingAspen,ThreeToedWoodpecker
2,1.791759469228055,2.5,18.5,2,17,30,TremblingAspen,RedBreastedNuthatch
2,1.791759469228055,3.7,14.2,4.78,25.6,15,TremblingAspen,RedNapedSapsucker
2,1.791759469228055,4.8,19,6,27.2,0,TremblingAspen,RedNapedSapsucker
2,1.791759469228055,5.8,25,3.49,27.1,31,TremblingAspen,NorthernFlicker
2,1.791759469228055,5.6,28,3.96,39.2,46,TremblingAspen,NorthernFlicker
2,1.791759469228055,6.2,40,2.28,34.7,5,TremblingAspen,NorthernFlicker
2,1.791759469228055,6,33,3.44,39.8,0,TremblingAspen,NorthernFlicker
2,1.6094379124341003,4.5,20,1.52,32.6,0,TremblingAspen,NotExcavated
2,1.6094379124341003,4,13,5.6,24.5,0,TremblingAspen,RedNapedSapsucker
2,1.6094379124341003,10,41,5.7,41.3,0,TremblingAspen,PileatedWoodpecker
2,1.6094379124341003,3.2,14,5.5,19.3,15,TremblingAspen,DownyWoodpecker
2,1.6094379124341003,4.5,11,5,30.4,0,TremblingAspen,HairyWoodpecker
2,1.6094379124341003,6.3,38,2.2,33.3,0,TremblingAspen,NorthernFlicker
2,1.6094379124341003,4.2,18.5,5.27,26.3,20,TremblingAspen,RedNapedSapsucker
2,1.6094379124341003,3,12,1.8,30.5,15,TremblingAspen,RedBreastedNuthatch
2,1.6094379124341003,6,57,5.18,20.4,140,TremblingAspen,NorthernFlicker
2,1.6094379124341003,5.5,40,2.5,30.6,0,TremblingAspen,NorthernFlicker
2,1.6094379124341003,6.2,42,2.77,44.9,7,TremblingAspen,NorthernFlicker
2,1.6094379124341003,5.7,33,4.21,56.3,17,TremblingAspen,NorthernFlicker
2,1.6094379124341003,6.4,37,4.17,23.6,0,TremblingAspen,NorthernFlicker
2,1.6094379124341003,5.8,42,0.89,28.6,9,TremblingAspen,NorthernFlicker
2,1.6094379124341003,7,35,4.47,33.4,10,TremblingAspen,NorthernFlicker
2,1.6094379124341003,5.8,32,3.63,32.1,4,TremblingAspen,NorthernFlicker
2,1.3862943611198906,4,19.5,2.8,27.7,2,TremblingAspen,RedNapedSapsucker
2,1.3862943611198906,6.2,20,2.85,31.7,10,TremblingAspen,NorthernFlicker
2,1.3862943611198906,3,14,3.15,26.4,5,TremblingAspen,DownyWoodpecker
2,1.3862943611198906,4.1,20.6,4.3,24.5,30,TremblingAspen,ThreeToedWoodpecker
2,1.3862943611198906,4,20.5,3.54,25.2,40,TremblingAspen,RedNapedSapsucker
2,1.3862943611198906,3,15,2.07,14.8,45,TremblingAspen,RedBreastedNuthatch
2,1.3862943611198906,3.5,14.5,2.3,25.9,0,TremblingAspen,ThreeToedWoodpecker
2,1.3862943611198906,8.3,37,6.14,37.7,15,TremblingAspen,PileatedWoodpecker
2,1.3862943611198906,4,12,4.25,34.4,10,TremblingAspen,RedNapedSapsucker
2,1.3862943611198906,3,10,3.62,24,8,TremblingAspen,RedBreastedNuthatch
2,1.3862943611198906,8.7,38,3.96,35,8,TremblingAspen,NorthernFlicker
2,1.3862943611198906,5.3,40,3.65,29.6,25,TremblingAspen,NorthernFlicker
2,1.3862943611198906,6.2,35,2.85,30.9,8,TremblingAspen,NorthernFlicker
2,1.3862943611198906,6.5,47,6.53,37.6,17,TremblingAspen,NorthernFlicker
2,1.3862943611198906,6.3,29,4.94,30.2,24,TremblingAspen,NorthernFlicker
2,1.3862943611198906,6.4,38,5.4,29.9,0,TremblingAspen,NorthernFlicker
2,1.3862943611198906,5.4,26,6.52,32.1,10,TremblingAspen,NorthernFlicker
2,1.3862943611198906,6.8,28,1.9,29,26,TremblingAspen,NorthernFlicker
2,1.3862943611198906,6.5,31,5.35,52.2,0,DouglasFir,NorthernFlicker
2,1.3862943611198906,6.5,40,2.72,29.3,29,TremblingAspen,NorthernFlicker
2,1.3862943611198906,7.2,41,1.27,34.1,22,TremblingAspen,NorthernFlicker
2,1.3862943611198906,5.7,40,5.47,43.6,35,TremblingAspen,NorthernFlicker
2,1.3862943611198906,7.2,49,2.8,30.6,1,TremblingAspen,NorthernFlicker
2,1.3862943611198906,6.7,37,5.73,34.7,9,TremblingAspen,NorthernFlicker
2,1.0986122886681098,3.1,16.9,3.61,23,15,TremblingAspen,DownyWoodpecker
2,1.0986122886681098,7,37,1.49,25.1,0,TremblingAspen,NorthernFlicker
2,1.0986122886681098,2.6,12,3.3,25.7,15,TremblingAspen,RedBreastedNuthatch
2,1.0986122886681098,3.5,17,5.87,25.3,40,TremblingAspen,ThreeToedWoodpecker
2,1.0986122886681098,4,17,4.42,22.1,40,TremblingAspen,ThreeToedWoodpecker
2,1.0986122886681098,7.5,21,2.8,30,6,TremblingAspen,RedNapedSapsucker
2,1.0986122886681098,7,31,1.45,30,6,TremblingAspen,NorthernFlicker
2,1.0986122886681098,4.7,48,4.67,40.1,37,TremblingAspen,NorthernFlicker
2,1.0986122886681098,7.7,34,1.33,30.2,0,TremblingAspen,NorthernFlicker
2,1.0986122886681098,8.2,50,2.7,40.4,0,TremblingAspen,NorthernFlicker
2,1.0986122886681098,7.6,38,0.94,31.5,0,TremblingAspen,NorthernFlicker
2,1.0986122886681098,8.2,41,2.41,37.2,0,TremblingAspen,NorthernFlicker
2,1.0986122886681098,5.8,44,2.49,38.2,16,TremblingAspen,NorthernFlicker
2,1.0986122886681098,6.7,39,3.64,34.1,22,TremblingAspen,NorthernFlicker
2,1.0986122886681098,7.3,38,1.75,37.9,40,TremblingAspen,NorthernFlicker
2,1.0986122886681098,6.1,35,4.1,27.4,15,TremblingAspen,NorthernFlicker
2,1.0986122886681098,6,40,3.12,36.3,32,TremblingAspen,NorthernFlicker
2,1.0986122886681098,6.4,34,3.27,23.2,28,TremblingAspen,NorthernFlicker
2,1.0986122886681098,5.9,37,5.15,39.5,2,TremblingAspen,NorthernFlicker
2,1.0986122886681098,5.9,38,1.61,22.9,25,TremblingAspen,NorthernFlicker
2,0.6931471805599453,5,25,1.36,21.1,15,TremblingAspen,ThreeToedWoodpecker
2,0.6931471805599453,4,19,4.8,45.5,25,TremblingAspen,RedBreastedNuthatch
2,0.6931471805599453,3,21,2.9,15.9,12,TremblingAspen,RedBreastedNuthatch
2,0.6931471805599453,3.5,12.2,3.7,20.7,40,TremblingAspen,DownyWoodpecker
2,0.6931471805599453,3.3,9,3.7,22.7,40,TremblingAspen,RedBreastedNuthatch
2,0.6931471805599453,2.8,11.5,2.89,18.5,0,TremblingAspen,BlackCappedChickadee
2,0.6931471805599453,11,30.2,1.63,26.3,25,TremblingAspen,NorthernFlicker
2,0.6931471805599453,4.2,18,3.25,36.6,3,TremblingAspen,RedNapedSapsucker
2,0.6931471805599453,4,15.5,2.1,25.2,350,TremblingAspen,DownyWoodpecker
2,0.6931471805599453,4,18.2,5.05,31,70,TremblingAspen,RedNapedSapsucker
2,0.6931471805599453,5.5,15.5,2.9,34.5,0,TremblingAspen,HairyWoodpecker
2,0.6931471805599453,3.1,18.3,3.37,23.3,0,TremblingAspen,DownyWoodpecker
2,0.6931471805599453,4,23.5,5.2,26.9,40,TremblingAspen,RedNapedSapsucker
2,0.6931471805599453,4,36.4,3.4,25.4,10,TremblingAspen,RedNapedSapsucker
2,0.6931471805599453,4.6,21.4,3.53,20.5,0,TremblingAspen,RedNapedSapsucker
2,0.6931471805599453,7.5,13,5,52.6,0,DouglasFir,NorthernFlicker
2,0.6931471805599453,3,15,4.13,31.4,0,TremblingAspen,DownyWoodpecker
2,0.6931471805599453,5.7,39,4.46,40.7,27,TremblingAspen,NorthernFlicker
2,0.6931471805599453,6.7,38,4.52,24.5,24,TremblingAspen,NorthernFlicker
2,0.6931471805599453,6.8,36,3.18,43.6,6,TremblingAspen,NorthernFlicker
2,0.6931471805599453,6.2,34,0.93,46.8,4,TremblingAspen,NorthernFlicker
2,0.6931471805599453,6,44,2.46,32.1,0,TremblingAspen,NorthernFlicker
2,0.6931471805599453,6.1,32,1.5,38.8,11,TremblingAspen,NorthernFlicker
2,0.6931471805599453,6.1,40,3.28,59.8,0,TremblingAspen,NorthernFlicker
2,0.6931471805599453,6.5,32,1.31,19.4,0,TremblingAspen,NorthernFlicker
2,0.6931471805599453,6.6,41,0.82,28.3,5,TremblingAspen,NorthernFlicker
2,0.6931471805599453,6,43,3.56,29.9,10,TremblingAspen,NorthernFlicker
2,0.6931471805599453,5.6,31,1.59,18.8,20,TremblingAspen,NorthernFlicker
2,0.6931471805599453,6.5,32,3.08,30.2,0,TremblingAspen,NorthernFlicker
2,0.6931471805599453,5,36,5.66,31.2,0,TremblingAspen,NorthernFlicker
2,0.6931471805599453,6.8,26,5.51,44.9,20,TremblingAspen,NorthernFlicker
2,2.5649493574615367,7.4,33,0.85,58.9,17,TremblingAspen,NorthernFlicker
2,2.5649493574615367,6.3,33,1.83,30.9,11,TremblingAspen,NorthernFlicker
2,2.4849066497880004,3.3,11,4.87,28.5,0,TremblingAspen,RedNapedSapsucker
2,2.4849066497880004,5.8,35,1.34,35.7,6,TremblingAspen,NorthernFlicker
2,2.4849066497880004,6.5,36,1.66,38.5,14,TremblingAspen,NorthernFlicker
2,2.4849066497880004,7,38,6.87,29.3,21,TremblingAspen,NorthernFlicker
2,2.1972245773362196,7.1,35,4.26,34.4,0,TremblingAspen,NorthernFlicker
2,2.0794415416798357,3,11.5,4.1,19.1,20,TremblingAspen,RedBreastedNuthatch
2,2.0794415416798357,5.3,41,4.1,26.1,0,TremblingAspen,NorthernFlicker
2,2.0794415416798357,7.8,35,3.73,36.3,18,TremblingAspen,NorthernFlicker
2,2.0794415416798357,6.3,42,5.33,46.8,0,TremblingAspen,NorthernFlicker
2,1.9459101490553132,7,43.7,1.42,36.9,0,TremblingAspen,NorthernFlicker
2,1.9459101490553132,2.5,16.4,0.44,11,15,TremblingAspen,NotExcavated
2,1.9459101490553132,2.5,11.4,1.45,21.8,50,TremblingAspen,NotExcavated
2,1.9459101490553132,6,43,3.66,29.6,2,TremblingAspen,NorthernFlicker
2,1.791759469228055,3.2,11.9,3.5,21,40,TremblingAspen,RedBreastedNuthatch
2,1.791759469228055,4,22.5,1.6,17.4,200,TremblingAspen,ThreeToedWoodpecker
2,1.791759469228055,6.4,39,3.04,30.6,8,TremblingAspen,NorthernFlicker
2,1.791759469228055,4.4,31,2.07,36.6,15,TremblingAspen,NorthernFlicker
2,1.791759469228055,6.1,33,1.06,29,0,TremblingAspen,NorthernFlicker
2,1.791759469228055,6.7,42,1.59,25.5,20,TremblingAspen,NorthernFlicker
2,1.791759469228055,5.6,60,1.31,29.3,10,TremblingAspen,NorthernFlicker
2,1.791759469228055,6.3,34,1.04,30.9,10,TremblingAspen,NorthernFlicker
2,1.791759469228055,6.3,37,2.87,43.3,16,TremblingAspen,NorthernFlicker
2,1.791759469228055,6,44,3.42,35.7,0,TremblingAspen,NorthernFlicker
2,1.791759469228055,5.7,28,3.72,43.6,9,TremblingAspen,NorthernFlicker
2,1.791759469228055,6,52,1.86,33.4,0,TremblingAspen,NorthernFlicker
2,1.6094379124341003,3.5,12.6,4.9,24,5,TremblingAspen,RedNapedSapsucker
2,1.6094379124341003,4,14,3.55,18,0,TremblingAspen,RedNapedSapsucker
2,1.6094379124341003,2.5,11.5,5.8,66.3,0,DouglasFir,RedBreastedNuthatch
2,1.6094379124341003,5,21,1.11,26.6,37,TremblingAspen,NorthernFlicker
2,1.6094379124341003,6,47,4.27,35.7,13,TremblingAspen,NorthernFlicker
2,1.6094379124341003,7.1,69,1.65,28,0,TremblingAspen,NorthernFlicker
2,1.6094379124341003,6.5,49,4.87,40.1,0,TremblingAspen,NorthernFlicker
2,1.6094379124341003,7.4,29,2.53,25.1,21,TremblingAspen,NorthernFlicker
2,1.6094379124341003,7.6,36,2.1,29,0,TremblingAspen,NorthernFlicker
2,1.6094379124341003,6.1,35,1.95,41.4,9,TremblingAspen,NorthernFlicker
2,1.6094379124341003,6,31,4.22,40.1,0,TremblingAspen,NorthernFlicker
2,1.6094379124341003,6.4,39,5.04,31.8,15,TremblingAspen,NorthernFlicker
2,1.6094379124341003,6,38,1.17,33.4,1,TremblingAspen,NorthernFlicker
2,1.6094379124341003,5.8,35,3.8,40.7,15,TremblingAspen,NorthernFlicker
2,1.6094379124341003,6,39,1.53,30.9,26,TremblingAspen,NorthernFlicker
2,1.3862943611198906,3.3,13,3.93,27.7,35,TremblingAspen,RedBreastedNuthatch
2,1.3862943611198906,4.8,11,0.83,13.8,2,TremblingAspen,BlackCappedChickadee
2,1.3862943611198906,5.8,6,1.99,45.2,23,TremblingAspen,NorthernFlicker
2,1.3862943611198906,7.3,38,3.16,55.1,0,TremblingAspen,NorthernFlicker
2,1.3862943611198906,6.5,34,1.5,31.8,8,TremblingAspen,NorthernFlicker
2,1.3862943611198906,6.8,41,3.64,26.1,0,TremblingAspen,NorthernFlicker
2,1.3862943611198906,5.8,35,2.71,20.1,10,TremblingAspen,NorthernFlicker
2,1.3862943611198906,6,43,4.56,32.5,0,TremblingAspen,NorthernFlicker
2,1.3862943611198906,6,38,2.72,43.6,10,TremblingAspen,NorthernFlicker
2,1.3862943611198906,7.3,37,4.1,30.6,24,TremblingAspen,NorthernFlicker
2,1.3862943611198906,6.6,50,4.13,23.9,1,TremblingAspen,NorthernFlicker
2,1.3862943611198906,5.9,35,1.66,38.8,10,LodgepolePine,NorthernFlicker
2,1.3862943611198906,5.9,34,3.41,41.4,0,TremblingAspen,NorthernFlicker
2,1.3862943611198906,6.9,40,5.49,40.4,17,TremblingAspen,NorthernFlicker
2,1.0986122886681098,6.5,46,1.26,26.8,15,TremblingAspen,NorthernFlicker
2,1.0986122886681098,5.5,40.5,2.15,30.4,4,TremblingAspen,NorthernFlicker
2,1.0986122886681098,6.2,29.5,3.11,36.9,10,TremblingAspen,NorthernFlicker
2,1.0986122886681098,2,11,0.24,14.1,20,TremblingAspen,BlackCappedChickadee
2,1.0986122886681098,7,37,3.25,37.1,10,TremblingAspen,NorthernFlicker
2,1.0986122886681098,4,8,3,18.8,0,DouglasFir,RedBreastedNuthatch
2,1.0986122886681098,6.6,33.3,3.31,42.4,8,TremblingAspen,NorthernFlicker
2,1.0986122886681098,3.5,11.8,4,17.1,40,TremblingAspen,RedBreastedNuthatch
2,1.0986122886681098,3,12.5,4.36,21.7,10,TremblingAspen,RedBreastedNuthatch
2,1.0986122886681098,6.6,38,2.8,43.6,5,TremblingAspen,NorthernFlicker
2,1.0986122886681098,5.5,62,2,24.5,5,TremblingAspen,NorthernFlicker
2,1.0986122886681098,6.2,37,3.17,40.1,13,TremblingAspen,NorthernFlicker
2,1.0986122886681098,6.5,31,2.74,43.3,15,TremblingAspen,NorthernFlicker
2,1.0986122886681098,5.9,32,3.77,50.9,0,TremblingAspen,NorthernFlicker
2,1.0986122886681098,6.3,26,2.77,28.3,0,TremblingAspen,NorthernFlicker
2,1.0986122886681098,6.4,31,1.63,31.2,16,TremblingAspen,NorthernFlicker
2,1.0986122886681098,8.5,36,1.79,57,11,TremblingAspen,NorthernFlicker
2,1.0986122886681098,7.2,59,1.99,49.7,20,TremblingAspen,NorthernFlicker
2,1.0986122886681098,6.8,43,2.19,36,18,TremblingAspen,NorthernFlicker
2,1.0986122886681098,8.3,62,2.15,49,0,TremblingAspen,NorthernFlicker
2,1.0986122886681098,7.2,32,2.46,29,52,TremblingAspen,NorthernFlicker
2,1.0986122886681098,6.3,35,3,48.7,10,TremblingAspen,NorthernFlicker
2,1.0986122886681098,6.9,38,3.57,29.3,9,TremblingAspen,NorthernFlicker
2,1.0986122886681098,5.8,36,3.62,39.5,9,TremblingAspen,NorthernFlicker
2,1.0986122886681098,6.3,35,3.2,33.1,0,TremblingAspen,NorthernFlicker
2,1.0986122886681098,6,37,1.46,22,0,TremblingAspen,NorthernFlicker
2,1.0986122886681098,7,38,4.2,28.3,0,TremblingAspen,NorthernFlicker
2,1.0986122886681098,7,80,2.12,26.7,8,TremblingAspen,NorthernFlicker
2,0.6931471805599453,2.5,12,4.46,16.5,15,TremblingAspen,RedBreastedNuthatch
2,0.6931471805599453,5,13.5,2.57,19.3,20,TremblingAspen,RedBreastedNuthatch
2,0.6931471805599453,6.5,28,3.84,53.5,11,TremblingAspen,NorthernFlicker
2,0.6931471805599453,8,38.5,5.8,27.4,8,TremblingAspen,NorthernFlicker
2,0.6931471805599453,5.1,19.5,1.77,33.2,0,TremblingAspen,HairyWoodpecker
2,0.6931471805599453,7,33.8,5.73,36.8,50,TremblingAspen,PileatedWoodpecker
2,0.6931471805599453,6.4,38,1.44,37.2,0,TremblingAspen,NorthernFlicker
2,0.6931471805599453,7.5,36,2.93,59.5,17,TremblingAspen,NorthernFlicker
2,0.6931471805599453,5.8,35,1.85,43.6,0,TremblingAspen,NorthernFlicker
2,0.6931471805599453,6.3,48,1.47,34.7,19,TremblingAspen,NorthernFlicker
2,0.6931471805599453,6,37,2.69,29.9,7,TremblingAspen,NorthernFlicker
2,0.6931471805599453,6.2,35,5.24,31.5,8,TremblingAspen,NorthernFlicker
2,0.6931471805599453,7,32,4.6,30.6,2,TremblingAspen,NorthernFlicker
2,0.6931471805599453,6.1,43,2.57,43.9,11,TremblingAspen,NorthernFlicker
2,0.6931471805599453,7,33,4.36,35.7,5,TremblingAspen,NorthernFlicker
2,0.6931471805599453,6.9,37,4.8,29.9,20,TremblingAspen,NorthernFlicker
2,0.6931471805599453,6.2,42,1.1,32.8,13,TremblingAspen,NorthernFlicker
2,0.6931471805599453,6.2,42,2.56,33.1,0,TremblingAspen,NorthernFlicker
2,0.6931471805599453,5.8,35,3.17,24.8,0,TremblingAspen,NorthernFlicker
2,0.6931471805599453,6.3,38,3.72,41.4,40,TremblingAspen,NorthernFlicker
2,0.6931471805599453,5.9,29,3.51,25.5,27,TremblingAspen,NorthernFlicker
1,2.833213344056216,4,0,3.98,33.8,0,TremblingAspen,RedNapedSapsucker
1,2.772588722239781,4.5,6.5,2.87,17,120,TremblingAspen,NotExcavated
1,2.772588722239781,5,31,1.26,31.5,5,TremblingAspen,NorthernFlicker
1,2.70805020110221,3.7,7,3.57,25.7,3,TremblingAspen,RedNapedSapsucker
1,2.70805020110221,5.7,41,1.68,43.6,15,TremblingAspen,NorthernFlicker
1,2.6390573296152584,2,12,3.71,31.3,30,TremblingAspen,NotExcavated
1,2.4849066497880004,3.5,52,0.98,52.5,10,TremblingAspen,NorthernFlicker
1,2.4849066497880004,5,17.2,1.82,21.7,20,TremblingAspen,ThreeToedWoodpecker
1,2.4849066497880004,4.7,10,4.9,24.6,20,TremblingAspen,RedNapedSapsucker
1,2.4849066497880004,6.9,42,2.13,49.3,0,TremblingAspen,NorthernFlicker
1,2.4849066497880004,6.4,31,3.24,31.5,0,TremblingAspen,NorthernFlicker
1,2.3978952727983707,4,26,3.6,22.8,5,TremblingAspen,RedNapedSapsucker
1,2.3978952727983707,4,15,2.95,24.3,15,TremblingAspen,RedNapedSapsucker
1,2.3978952727983707,4.3,10,2.45,22.2,15,TremblingAspen,RedNapedSapsucker
1,2.3978952727983707,7.1,48,2.03,43.3,23,TremblingAspen,NorthernFlicker
1,2.3978952727983707,5.6,34,2.57,35,9,TremblingAspen,NorthernFlicker
1,2.302585092994046,7,5.4,2.85,44.8,4,DouglasFir,NorthernFlicker
1,2.302585092994046,6.5,38,1.8,21,13,TremblingAspen,NorthernFlicker
1,2.302585092994046,3.5,7,1.5,17.2,7,TremblingAspen,BlackCappedChickadee
1,2.302585092994046,7.2,111,2.72,29.3,40,TremblingAspen,NorthernFlicker
1,2.302585092994046,6.6,42,1.85,25.1,10,TremblingAspen,NorthernFlicker
1,2.302585092994046,6.4,45,2.21,20.7,10,TremblingAspen,NorthernFlicker
